"","data.ST","data.AGEP","data.CIT","data.COW","data.ENG","data.LANX","data.SCHL","data.SEX","data.ANC1P","data.ANC2P","data.FOD1P","data.FOD2P","data.LANP","data.NATIVITY","data.OCCP","data.RAC1P"
"923532",15,37,1,2,NA,2,16,2,720,999,NA,NA,NA,1,5240,6
"520504",6,78,4,NA,3,1,1,1,999,999,NA,NA,625,2,NA,1
"1202250",21,70,1,1,NA,2,23,1,22,32,1100,6402,NA,1,3050,1
"988529",17,39,1,6,NA,2,19,1,50,999,NA,NA,NA,1,2760,1
"1473716",26,18,1,NA,2,1,16,2,785,939,NA,NA,728,1,NA,6
"752738",12,69,1,NA,NA,2,23,1,148,26,5005,NA,NA,1,NA,1
"1440572",26,50,1,2,NA,2,19,2,902,999,NA,NA,NA,1,3500,2
"1143102",19,6,1,NA,NA,2,3,2,32,999,NA,NA,NA,1,NA,1
"205037",6,23,1,3,NA,2,20,2,50,22,NA,NA,NA,1,5320,1
"605041",9,55,3,1,1,1,22,1,234,999,5501,NA,625,1,4820,1
"216742",6,23,1,2,NA,2,18,1,22,999,NA,NA,NA,1,5810,1
"796758",12,55,2,1,NA,2,18,2,903,902,NA,NA,NA,1,4230,2
"894922",13,17,1,NA,NA,2,13,1,939,999,NA,NA,NA,1,NA,1
"1190677",20,39,4,1,1,1,16,1,271,999,NA,NA,625,2,7810,1
"379212",6,49,1,1,NA,2,20,2,51,999,NA,NA,NA,1,3620,1
"674324",12,8,1,NA,NA,2,6,1,261,999,NA,NA,NA,1,NA,1
"816970",12,7,1,NA,NA,2,4,1,300,999,NA,NA,NA,1,NA,2
"1274128",22,20,1,1,NA,2,19,2,999,999,NA,NA,NA,1,4110,1
"800458",12,19,1,1,NA,2,16,1,902,999,NA,NA,NA,1,5510,2
"186172",6,74,1,NA,NA,2,21,2,98,999,2406,NA,NA,1,NA,1
"1565706",27,17,1,1,NA,2,14,2,51,999,NA,NA,NA,1,4120,1
"1586097",28,59,1,1,NA,2,16,2,87,999,NA,NA,NA,1,3600,1
"1294496",23,16,1,NA,NA,2,12,2,720,999,NA,NA,NA,1,NA,9
"649356",12,50,1,1,1,1,21,1,32,999,6212,NA,607,1,4850,1
"1251752",22,70,1,NA,NA,2,16,1,26,51,NA,NA,NA,1,NA,1
"695019",12,12,1,NA,1,1,9,2,740,999,NA,NA,723,1,NA,6
"1147215",19,9,1,NA,NA,2,7,2,999,999,NA,NA,NA,1,NA,1
"1227622",21,68,1,NA,NA,2,16,2,939,999,NA,NA,NA,1,NA,1
"615025",10,73,1,NA,NA,2,16,1,32,22,NA,NA,NA,1,NA,1
"483408",6,43,1,1,NA,2,21,2,50,89,6402,NA,NA,1,4850,1
"336",1,56,1,7,NA,2,19,2,999,999,NA,NA,NA,1,5140,1
"1285031",22,82,1,1,NA,2,21,2,26,22,2309,NA,NA,1,4610,1
"720798",12,64,1,NA,NA,2,16,2,210,429,NA,NA,NA,1,NA,1
"134379",5,28,5,5,4,1,21,2,210,999,5601,NA,625,2,5000,1
"717002",12,67,1,NA,1,1,20,2,999,999,NA,NA,625,1,NA,1
"728308",12,0,1,NA,NA,NA,NA,2,308,903,NA,NA,NA,1,NA,2
"731869",12,21,1,1,NA,2,16,2,142,999,NA,NA,NA,1,4720,1
"935963",16,17,1,NA,NA,2,14,1,125,142,NA,NA,NA,1,NA,1
"1346626",24,36,5,5,2,1,19,2,51,200,NA,NA,625,2,5700,1
"577413",9,6,1,NA,1,1,3,1,706,50,NA,NA,712,1,NA,6
"408053",6,67,1,NA,NA,2,20,2,939,999,NA,NA,NA,1,NA,1
"907408",13,15,1,NA,NA,2,11,2,939,999,NA,NA,NA,1,NA,1
"1530104",27,23,1,4,NA,2,21,2,82,999,2307,NA,NA,1,2310,1
"800762",12,67,1,NA,NA,2,16,1,999,999,NA,NA,NA,1,NA,1
"349766",6,16,3,NA,2,1,13,1,210,999,NA,NA,625,1,NA,1
"782613",12,79,1,NA,NA,2,17,1,50,22,NA,NA,NA,1,NA,1
"971108",17,45,1,1,NA,2,16,1,22,999,NA,NA,NA,1,430,1
"1356440",24,74,1,NA,NA,2,18,2,142,999,NA,NA,NA,1,NA,1
"1388197",25,57,5,3,1,1,17,1,529,999,NA,NA,796,2,9120,2
"982744",17,73,1,1,NA,2,16,1,51,50,NA,NA,NA,1,710,1
"185173",6,43,4,NA,NA,2,16,1,291,999,NA,NA,NA,2,NA,6
"1602563",28,11,1,NA,NA,2,9,2,996,999,NA,NA,NA,1,NA,2
"1180765",20,33,1,6,NA,2,18,1,999,999,NA,NA,NA,1,2750,1
"142101",5,7,1,NA,NA,2,3,1,999,999,NA,NA,NA,1,NA,9
"1180299",20,24,3,1,NA,2,20,1,32,22,NA,NA,NA,1,6355,1
"1325039",24,12,1,NA,NA,2,9,2,903,291,NA,NA,NA,1,NA,9
"259261",6,16,1,2,NA,2,13,2,51,999,NA,NA,NA,1,4600,1
"1354712",24,18,1,NA,NA,2,16,1,720,999,NA,NA,NA,1,NA,6
"318450",6,27,1,1,NA,2,21,2,999,999,1401,NA,NA,1,4700,1
"1079706",18,5,1,NA,NA,2,5,2,32,720,NA,NA,NA,1,NA,9
"1441995",26,88,1,1,NA,2,18,1,88,32,NA,NA,NA,1,9130,1
"13045",1,41,1,NA,NA,2,12,1,22,999,NA,NA,NA,1,NA,1
"1143150",19,13,1,NA,NA,2,11,1,996,999,NA,NA,NA,1,NA,1
"463085",6,63,1,2,NA,2,16,2,924,999,NA,NA,NA,1,5820,1
"81228",4,73,1,NA,NA,2,19,1,939,924,NA,NA,NA,1,NA,1
"1558108",27,57,1,NA,NA,2,13,2,32,94,NA,NA,NA,1,NA,1
"1346155",24,64,4,1,1,1,21,1,785,999,3700,NA,728,2,1020,6
"194834",6,32,4,1,2,1,21,1,785,999,2102,NA,728,2,1050,6
"875471",13,48,3,1,1,1,19,2,200,999,NA,NA,625,1,1107,1
"746883",12,54,4,1,1,1,14,2,275,999,NA,NA,625,2,4510,1
"1492295",26,64,1,NA,NA,2,18,2,999,999,NA,NA,NA,1,NA,1
"1222462",21,65,1,1,NA,2,20,1,902,999,NA,NA,NA,1,6320,2
"46440",1,2,1,NA,NA,NA,NA,2,902,999,NA,NA,NA,1,NA,2
"1452309",26,29,1,NA,NA,2,16,1,902,999,NA,NA,NA,1,NA,2
"1056832",17,7,1,NA,NA,2,4,1,22,935,NA,NA,NA,1,NA,1
"1353832",24,30,1,1,NA,2,21,1,51,210,2102,NA,NA,1,1020,1
"544199",8,49,1,5,NA,2,16,2,924,200,NA,NA,NA,1,5700,1
"71316",4,16,1,NA,NA,2,12,2,32,50,NA,NA,NA,1,NA,1
"439473",6,54,1,2,NA,2,19,2,939,999,NA,NA,NA,1,4700,1
"1531903",27,74,1,NA,NA,2,11,2,22,94,NA,NA,NA,1,NA,1
"314060",6,42,1,1,NA,2,17,2,50,21,NA,NA,NA,1,20,9
"759472",12,40,4,1,1,1,21,2,234,999,6200,NA,625,2,4920,1
"1539519",27,63,1,1,NA,2,18,1,82,999,NA,NA,NA,1,6320,1
"1291047",23,23,1,1,NA,2,19,2,32,26,NA,NA,NA,1,3600,1
"230513",6,8,1,NA,NA,2,4,1,87,210,NA,NA,NA,1,NA,1
"288935",6,75,4,NA,2,1,19,1,720,999,NA,NA,742,2,NA,6
"289545",6,90,1,NA,NA,2,20,2,82,32,NA,NA,NA,1,NA,1
"178193",6,69,1,NA,NA,2,21,2,89,32,3600,NA,NA,1,NA,1
"584851",9,48,1,1,NA,2,21,1,142,999,6103,NA,NA,1,9030,1
"1177700",20,39,1,6,NA,2,19,2,917,22,NA,NA,NA,1,5120,1
"352165",6,54,1,1,NA,2,23,1,46,999,2001,NA,NA,1,630,1
"277240",6,68,1,NA,NA,2,16,2,226,51,NA,NA,NA,1,NA,1
"1479369",26,12,1,NA,NA,2,10,2,902,920,NA,NA,NA,1,NA,2
"629796",12,0,1,NA,NA,NA,NA,1,148,51,NA,NA,NA,1,NA,1
"763761",12,29,1,1,NA,2,20,2,32,50,NA,NA,NA,1,5700,1
"1039076",17,47,1,1,NA,2,16,1,999,999,NA,NA,NA,1,8965,1
"1034071",17,21,1,2,NA,2,18,1,32,21,NA,NA,NA,1,6420,1
"186835",6,2,1,NA,NA,NA,NA,1,902,26,NA,NA,NA,1,NA,9
"1544745",27,51,1,1,NA,2,20,1,32,999,NA,NA,NA,1,7000,1
"38306",1,86,1,NA,NA,2,15,2,999,999,NA,NA,NA,1,NA,1
"419584",6,28,5,1,1,1,14,1,210,999,NA,NA,625,2,8255,8
"643409",12,62,3,1,NA,2,21,1,32,999,6201,NA,NA,1,800,1
"385800",6,12,1,NA,1,1,8,2,211,999,NA,NA,625,1,NA,1
"428871",6,25,5,1,1,1,14,2,210,999,NA,NA,625,2,4230,8
"911193",13,33,1,1,NA,2,16,1,939,999,NA,NA,NA,1,9260,1
"1595258",28,75,1,4,NA,2,13,2,26,89,NA,NA,NA,1,9120,1
"638445",12,12,5,NA,1,1,8,1,51,234,NA,NA,625,2,NA,1
"1283752",22,58,1,6,NA,2,21,2,50,920,2304,NA,NA,1,2550,1
"1356037",24,75,1,NA,NA,2,18,1,939,999,NA,NA,NA,1,NA,1
"294464",6,14,1,NA,NA,2,10,1,302,999,NA,NA,NA,1,NA,2
"1403580",25,4,1,NA,NA,NA,1,1,22,50,NA,NA,NA,1,NA,1
"934680",16,6,1,NA,NA,2,3,1,999,999,NA,NA,NA,1,NA,1
"282524",6,25,1,1,1,1,19,2,210,999,NA,NA,625,1,5120,8
"742223",12,1,1,NA,NA,NA,NA,1,999,999,NA,NA,NA,1,NA,2
"1283087",22,33,1,1,NA,2,16,2,902,999,NA,NA,NA,1,350,2
"860930",13,15,2,NA,NA,2,18,1,998,32,NA,NA,NA,1,NA,1
"699441",12,74,1,NA,NA,2,18,2,999,999,NA,NA,NA,1,NA,1
"198330",6,68,5,3,4,1,9,2,999,999,NA,NA,625,2,5700,1
"805739",12,43,1,3,NA,2,21,1,51,999,5506,NA,NA,1,3710,1
"3638",1,39,1,1,NA,2,16,1,902,999,NA,NA,NA,1,9130,2
"27002",1,20,1,NA,NA,2,22,2,999,999,5506,NA,NA,1,NA,2
"50699",2,10,1,NA,NA,2,8,2,94,22,NA,NA,NA,1,NA,1
"1360416",24,26,4,1,1,1,18,1,148,999,NA,NA,639,2,7800,1
"922561",15,88,1,NA,2,1,10,1,706,999,NA,NA,708,1,NA,6
"478220",6,3,1,NA,NA,NA,2,1,210,999,NA,NA,NA,1,NA,8
"938292",16,5,1,NA,NA,2,2,1,999,999,NA,NA,NA,1,NA,1
"1037326",17,22,1,1,NA,2,16,1,148,937,NA,NA,NA,1,5620,1
"160574",6,17,1,NA,NA,2,13,2,999,999,NA,NA,NA,1,NA,1
"332826",6,61,1,1,NA,2,17,1,88,22,NA,NA,NA,1,7220,1
"1311107",24,22,1,1,1,1,19,2,226,999,NA,NA,625,1,120,1
"4735",1,10,1,NA,NA,2,6,2,902,999,NA,NA,NA,1,NA,2
"1590656",28,35,1,4,NA,2,22,2,902,999,2304,NA,NA,1,2310,2
"1499988",26,22,1,1,NA,2,20,2,999,999,NA,NA,NA,1,5860,1
"112766",4,71,4,NA,NA,2,19,1,22,999,NA,NA,NA,2,NA,1
"1417215",25,6,1,NA,1,1,2,1,291,999,NA,NA,625,1,NA,8
"101799",4,14,1,NA,NA,2,12,2,999,999,NA,NA,NA,1,NA,6
"1598618",28,5,1,NA,NA,2,2,1,996,999,NA,NA,NA,1,NA,1
"151452",6,59,5,6,NA,2,21,1,22,999,5404,NA,NA,2,8740,1
"1132641",18,36,1,1,NA,2,21,1,51,142,2499,2412,NA,1,430,1
"173382",6,0,1,NA,NA,NA,NA,1,924,999,NA,NA,NA,1,NA,1
"1539740",27,60,1,4,NA,2,20,2,26,999,NA,NA,NA,1,5700,1
"1060498",17,77,4,NA,4,1,1,2,212,999,NA,NA,625,2,NA,8
"177003",6,77,4,NA,1,1,22,1,429,999,2408,NA,777,2,NA,1
"180923",6,22,1,NA,1,1,14,2,210,999,NA,NA,625,1,NA,1
"263185",6,48,1,6,1,1,24,1,51,94,4101,NA,723,1,350,1
"729753",12,81,1,NA,NA,2,21,1,50,22,6201,NA,NA,1,NA,1
"1563185",27,33,1,1,NA,2,18,1,32,999,NA,NA,NA,1,4250,1
"1381157",25,50,1,1,NA,2,16,1,142,89,NA,NA,NA,1,9130,1
"1246041",22,27,1,1,NA,2,16,1,999,999,NA,NA,NA,1,5620,2
"319977",6,0,1,NA,NA,NA,NA,2,924,706,NA,NA,NA,1,NA,9
"1083880",18,22,1,1,NA,2,17,1,26,32,NA,NA,NA,1,4250,1
"1218282",21,64,1,NA,NA,2,11,1,50,999,NA,NA,NA,1,NA,1
"976601",17,15,1,NA,1,1,13,1,499,406,NA,NA,777,1,NA,1
"1379089",25,15,1,NA,NA,2,12,1,820,84,NA,NA,NA,1,NA,1
"1488776",26,72,1,NA,NA,2,16,1,902,999,NA,NA,NA,1,NA,2
"564271",8,66,1,1,NA,2,16,1,939,999,NA,NA,NA,1,6050,1
"556892",8,55,3,NA,NA,2,20,2,740,850,NA,NA,NA,1,NA,9
"774205",12,53,2,1,2,1,15,2,261,999,NA,NA,625,1,4760,1
"918885",15,62,1,1,NA,2,19,1,811,924,NA,NA,NA,1,4720,9
"1556448",27,64,1,1,NA,2,19,2,32,999,NA,NA,NA,1,5240,1
"241288",6,31,1,1,1,1,22,1,46,999,2407,NA,637,1,1020,1
"1346399",24,52,1,1,NA,2,12,1,939,999,NA,NA,NA,1,7210,1
"235485",6,67,1,NA,NA,2,20,1,82,999,NA,NA,NA,1,NA,1
"906897",13,43,1,1,NA,2,22,1,22,89,6207,NA,NA,1,4810,1
"411985",6,64,1,NA,NA,2,16,2,999,999,NA,NA,NA,1,NA,1
"514718",6,59,1,2,NA,2,22,2,301,903,3301,NA,NA,1,2830,2
"339804",6,48,5,1,1,1,16,2,999,999,NA,NA,625,2,310,8
"807659",12,60,4,1,NA,2,17,1,999,999,NA,NA,NA,2,9130,2
"338592",6,3,1,NA,NA,NA,1,2,999,999,NA,NA,NA,1,NA,1
"167047",6,36,1,1,NA,2,11,2,210,999,NA,NA,NA,1,7855,1
"1536091",27,68,1,NA,1,1,20,1,920,999,NA,NA,819,1,NA,3
"903179",13,50,1,NA,NA,2,16,2,939,999,NA,NA,NA,1,NA,1
"671922",12,44,1,1,NA,2,19,1,924,920,NA,NA,NA,1,7020,1
"943455",16,39,1,1,NA,2,21,1,32,22,5601,NA,NA,1,220,1
"738325",12,51,1,6,NA,2,19,1,50,32,NA,NA,NA,1,4610,1
"32845",1,55,1,1,NA,2,13,2,999,999,NA,NA,NA,1,8300,1
"1525966",26,68,1,1,NA,2,20,1,996,999,NA,NA,NA,1,7810,1
"966160",17,58,1,3,NA,2,22,2,32,50,2314,NA,NA,1,2310,1
"1204111",21,13,1,NA,NA,2,10,2,32,999,NA,NA,NA,1,NA,1
"1470748",26,49,1,7,NA,2,19,1,88,148,NA,NA,NA,1,1540,1
"623368",11,35,1,2,NA,2,24,1,32,50,3600,6105,NA,1,1650,1
"332637",6,52,4,1,2,1,1,2,999,999,NA,NA,721,2,4230,6
"1118710",18,50,1,7,NA,2,21,1,183,999,3401,NA,NA,1,430,1
"826485",13,36,1,1,NA,2,24,1,902,999,6007,NA,NA,1,2800,2
"1528198",26,50,1,1,NA,2,19,1,32,82,NA,NA,NA,1,7150,1
"627907",12,4,1,NA,NA,NA,1,1,261,999,NA,NA,NA,1,NA,1
"422408",6,41,5,1,NA,2,1,2,290,999,NA,NA,NA,2,6040,9
"1199064",20,23,1,5,NA,2,16,2,902,999,NA,NA,NA,1,4600,2
"476497",6,33,4,1,1,1,21,1,600,999,2102,NA,656,2,740,9
"789069",12,10,1,NA,NA,2,6,1,271,999,NA,NA,NA,1,NA,1
"320720",6,48,4,2,2,1,21,2,700,999,5003,NA,717,2,5160,6
"327996",6,81,5,NA,2,1,9,2,999,999,NA,NA,625,2,NA,1
"255914",6,57,5,1,1,1,18,1,210,999,NA,NA,625,2,8630,1
"421582",6,10,1,NA,1,1,7,1,210,999,NA,NA,625,1,NA,1
"977945",17,64,1,NA,NA,2,22,2,999,999,6107,NA,NA,1,NA,1
"565545",8,20,1,1,NA,2,19,2,50,190,NA,NA,NA,1,310,1
"1296241",23,37,1,1,NA,2,19,2,32,999,NA,NA,NA,1,4110,1
"268199",6,18,1,9,NA,2,18,1,720,999,NA,NA,NA,1,9920,6
"1410825",25,28,3,2,NA,2,19,1,308,999,NA,NA,NA,1,3730,2
"1470471",26,53,1,4,NA,2,21,1,995,999,2399,NA,NA,1,2310,1
"934851",16,54,1,1,NA,2,16,1,999,999,NA,NA,NA,1,7210,1
"1155902",19,18,1,1,1,1,12,1,290,210,NA,NA,625,1,3655,8
"1466098",26,55,1,4,NA,2,22,1,999,999,3301,NA,NA,1,2310,1
"1330528",24,40,1,2,NA,2,18,2,902,999,NA,NA,NA,1,3510,2
"336906",6,47,1,1,NA,2,19,1,51,32,NA,NA,NA,1,4850,1
"1046675",17,35,1,1,NA,2,18,2,22,32,NA,NA,NA,1,4760,1
"1076453",18,50,1,5,NA,2,22,1,32,148,5200,NA,NA,1,2015,1
"928507",16,22,1,4,NA,2,19,1,22,999,NA,NA,NA,1,630,1
"60913",4,72,1,NA,NA,2,7,1,22,32,NA,NA,NA,1,NA,1
"753919",12,47,1,1,NA,2,19,1,939,999,NA,NA,NA,1,20,1
"37861",1,76,1,NA,NA,2,21,2,22,999,2304,NA,NA,1,NA,1
"1366622",25,69,1,3,NA,2,22,2,148,999,3301,1902,NA,1,2310,1
"480335",6,24,1,6,NA,2,16,2,50,26,NA,NA,NA,1,4350,1
"793548",12,10,1,NA,NA,2,7,2,924,999,NA,NA,NA,1,NA,1
"590633",9,6,1,NA,NA,2,3,1,51,46,NA,NA,NA,1,NA,1
"1576369",27,12,1,NA,NA,2,9,1,89,82,NA,NA,NA,1,NA,1
"918969",15,4,1,NA,NA,NA,2,2,87,211,NA,NA,NA,1,NA,1
"187006",6,25,1,2,NA,2,21,2,706,740,6007,6006,NA,1,4040,9
"635317",12,53,1,NA,NA,2,16,2,32,26,NA,NA,NA,1,NA,1
"648391",12,63,4,NA,1,1,22,1,999,999,6203,NA,625,2,NA,1
"1542626",27,63,1,1,NA,2,22,1,32,999,6200,1901,NA,1,910,1
"651282",12,23,1,1,1,1,20,1,275,999,NA,NA,625,1,5240,1
"748187",12,78,1,NA,NA,2,22,1,82,32,2300,NA,NA,1,NA,1
"142367",5,42,1,4,NA,2,18,1,999,999,NA,NA,NA,1,430,1
"280139",6,7,1,NA,NA,2,6,2,925,999,NA,NA,NA,1,NA,8
"195471",6,34,5,1,2,1,22,2,782,999,2408,NA,712,2,50,6
"1401405",25,56,5,NA,2,1,23,1,795,720,1401,NA,742,2,NA,6
"151201",6,21,1,9,NA,2,14,2,50,999,NA,NA,NA,1,9920,1
"1277452",22,8,1,NA,NA,2,5,2,924,999,NA,NA,NA,1,NA,1
"1121075",18,52,1,1,NA,2,19,2,89,50,NA,NA,NA,1,3640,1
"1534604",27,1,1,NA,NA,NA,NA,2,223,939,NA,NA,NA,1,NA,8
"912029",13,50,1,NA,NA,2,17,1,87,999,NA,NA,NA,1,NA,1
"204403",6,9,1,NA,1,1,7,2,706,999,NA,NA,708,1,NA,6
"590732",9,41,1,5,NA,2,20,1,902,999,NA,NA,NA,1,5000,2
"455261",6,51,1,1,NA,2,16,1,290,999,NA,NA,NA,1,6250,8
"719637",12,72,4,1,1,1,16,2,291,999,NA,NA,625,2,5020,1
"986784",17,51,1,1,NA,2,21,1,22,999,1401,NA,NA,1,1300,1
"850392",13,41,1,1,NA,2,12,2,50,917,NA,NA,NA,1,4720,1
"1248009",22,66,1,NA,NA,2,19,2,939,999,NA,NA,NA,1,NA,2
"1364141",25,90,1,NA,NA,2,18,2,50,999,NA,NA,NA,1,NA,1
"865267",13,40,1,1,NA,2,17,1,50,999,NA,NA,NA,1,7340,1
"116079",4,58,1,1,NA,2,20,2,20,22,NA,NA,NA,1,3300,1
"889443",13,17,1,NA,NA,2,13,1,87,999,NA,NA,NA,1,NA,1
"194574",6,20,1,1,1,1,16,1,999,999,NA,NA,625,1,9620,1
"600927",9,65,1,1,NA,2,17,1,50,142,NA,NA,NA,1,4760,1
"536726",8,16,1,NA,NA,2,13,1,50,22,NA,NA,NA,1,NA,1
"1188439",20,50,1,1,NA,2,14,1,939,999,NA,NA,NA,1,7750,1
"841872",13,84,1,NA,NA,2,22,2,999,999,6203,NA,NA,1,NA,2
"1289541",23,66,1,NA,NA,2,16,1,50,999,NA,NA,NA,1,NA,1
"133575",5,72,1,NA,NA,2,21,2,32,22,2300,NA,NA,1,NA,1
"689948",12,55,1,7,NA,2,22,2,32,999,6103,NA,NA,1,350,1
"939413",16,11,1,NA,NA,2,8,2,924,999,NA,NA,NA,1,NA,1
"422740",6,18,1,NA,NA,2,16,2,32,142,NA,NA,NA,1,NA,1
"637384",12,14,1,NA,NA,2,9,2,999,999,NA,NA,NA,1,NA,2
"548443",8,8,1,NA,NA,2,5,1,999,999,NA,NA,NA,1,NA,1
"720788",12,86,1,NA,NA,2,14,2,939,999,NA,NA,NA,1,NA,1
"1160565",19,11,1,NA,NA,2,7,1,32,50,NA,NA,NA,1,NA,1
"592415",9,58,1,4,NA,2,19,2,114,129,NA,NA,NA,1,4030,1
"1156173",19,17,1,1,1,1,14,2,210,999,NA,NA,625,1,4030,1
"1451765",26,39,1,4,NA,2,16,1,902,999,NA,NA,NA,1,4020,2
"1105677",18,50,1,2,NA,2,22,2,902,88,1902,NA,NA,1,50,2
"61966",4,56,1,9,NA,2,21,2,32,50,6100,5200,NA,1,9920,1
"187371",6,49,1,2,NA,2,16,1,902,999,NA,NA,NA,1,8965,2
"1535592",27,13,1,NA,NA,2,9,1,999,999,NA,NA,NA,1,NA,1
"995347",17,13,1,NA,NA,2,10,1,50,22,NA,NA,NA,1,NA,1
"19808",1,20,1,4,NA,2,19,1,87,999,NA,NA,NA,1,2200,1
"735165",12,23,1,2,NA,2,19,2,32,22,NA,NA,NA,1,3600,1
"568745",8,50,1,1,NA,2,16,2,902,999,NA,NA,NA,1,4720,2
"930818",16,48,5,1,3,1,9,2,210,999,NA,NA,625,2,6040,8
"502905",6,56,4,1,1,1,20,1,706,999,NA,NA,711,2,4760,6
"1105788",18,33,1,1,NA,2,13,1,924,999,NA,NA,NA,1,9640,1
"1006912",17,38,1,4,NA,2,21,2,32,999,2304,5200,NA,1,2340,1
"74534",4,80,1,NA,4,1,1,2,920,999,NA,NA,864,1,NA,3
"1036617",17,58,1,1,NA,2,16,1,999,999,NA,NA,NA,1,9130,1
"372423",6,84,4,NA,4,1,1,2,706,999,NA,NA,711,2,NA,6
"23808",1,38,1,1,NA,2,21,1,939,999,6201,NA,NA,1,5120,1
"835425",13,2,1,NA,NA,NA,NA,2,210,999,NA,NA,NA,1,NA,8
"15405",1,34,3,1,NA,2,21,2,570,21,6107,NA,NA,1,3255,9
"1223568",21,5,1,NA,NA,2,2,1,999,999,NA,NA,NA,1,NA,1
"857082",13,47,1,1,NA,2,16,1,902,999,NA,NA,NA,1,9620,2
"462288",6,28,1,1,1,1,16,1,999,999,NA,NA,625,1,6050,1
"906673",13,2,1,NA,NA,NA,NA,1,308,999,NA,NA,NA,1,NA,2
"775312",12,62,1,1,NA,2,16,2,22,50,NA,NA,NA,1,5850,1
"1039002",17,54,1,2,NA,2,18,2,142,50,NA,NA,NA,1,3600,1
"852161",13,4,1,NA,NA,NA,1,1,902,999,NA,NA,NA,1,NA,2
"310957",6,50,1,3,NA,2,22,2,902,999,6203,NA,NA,1,3710,2
"71408",4,28,1,NA,NA,2,18,2,920,999,NA,NA,NA,1,NA,3
"537966",8,63,1,NA,NA,2,19,1,22,999,NA,NA,NA,1,NA,1
"1109430",18,37,1,1,NA,2,16,2,32,50,NA,NA,NA,1,7750,1
"637535",12,59,1,4,NA,2,16,2,939,999,NA,NA,NA,1,5000,1
"242823",6,51,1,3,NA,2,16,2,939,999,NA,NA,NA,1,2540,1
"338014",6,63,1,3,NA,2,22,2,51,999,3301,5200,NA,1,4610,1
"261426",6,27,1,1,1,1,19,1,210,999,NA,NA,625,1,4110,1
"408651",6,23,1,3,NA,2,21,1,82,32,6206,NA,NA,1,2340,1
"966612",17,1,1,NA,NA,NA,NA,1,51,999,NA,NA,NA,1,NA,1
"1597980",28,38,1,1,NA,2,16,1,924,999,NA,NA,NA,1,6355,1
"1077680",18,31,1,1,NA,2,19,2,32,999,NA,NA,NA,1,2830,1
"600910",9,59,1,1,NA,2,16,2,32,999,NA,NA,NA,1,7750,1
"211161",6,21,1,NA,1,1,14,2,210,999,NA,NA,625,1,NA,1
"1292940",23,11,1,NA,NA,2,8,2,50,999,NA,NA,NA,1,NA,1
"909762",13,15,1,NA,NA,2,13,1,902,999,NA,NA,NA,1,NA,2
"1119030",18,54,1,1,NA,2,21,1,32,999,6203,NA,NA,1,6420,1
"1537745",27,7,1,NA,NA,2,3,1,939,999,NA,NA,NA,1,NA,1
"1552792",27,65,1,6,NA,2,19,2,89,88,NA,NA,NA,1,4610,1
"586262",9,15,1,NA,NA,2,12,1,902,999,NA,NA,NA,1,NA,2
"1464404",26,2,1,NA,NA,NA,NA,1,32,999,NA,NA,NA,1,NA,1
"1245212",22,57,1,1,NA,2,14,1,902,999,NA,NA,NA,1,9620,2
"49591",2,26,1,1,NA,2,17,1,921,999,NA,NA,NA,1,7160,4
"551070",8,8,1,NA,NA,2,4,2,32,999,NA,NA,NA,1,NA,1
"1202514",21,66,1,1,NA,2,19,1,50,999,NA,NA,NA,1,5800,1
"173037",6,29,1,6,NA,2,20,1,51,32,NA,NA,NA,1,50,1
"853539",13,46,1,3,NA,2,21,2,999,999,6000,NA,NA,1,2200,1
"63085",4,58,1,NA,NA,2,21,1,996,999,3600,NA,NA,1,NA,1
"119452",4,33,1,1,NA,2,15,1,210,920,NA,NA,NA,1,6360,1
"927881",16,62,1,NA,NA,2,18,2,32,999,NA,NA,NA,1,NA,1
"1425966",25,14,1,NA,2,1,11,2,706,999,NA,NA,708,1,NA,6
"1298500",23,19,1,1,NA,2,16,1,50,999,NA,NA,NA,1,4020,1
"2987",1,66,1,1,NA,2,19,1,195,939,NA,NA,NA,1,4810,1
"407965",6,53,1,NA,NA,2,21,1,87,32,5200,NA,NA,1,NA,1
"881950",13,11,1,NA,NA,2,7,2,902,999,NA,NA,NA,1,NA,2
"708034",12,94,1,NA,NA,2,16,1,902,999,NA,NA,NA,1,NA,2
"1502305",26,59,1,NA,NA,2,16,2,999,999,NA,NA,NA,1,NA,1
"79159",4,76,1,NA,NA,2,19,1,22,32,NA,NA,NA,1,NA,1
"103918",4,72,1,1,NA,2,16,2,20,999,NA,NA,NA,1,7720,1
"1507953",26,52,5,1,3,1,10,1,210,999,NA,NA,625,2,6260,8
"314942",6,29,4,1,2,1,19,2,795,703,NA,NA,726,2,8740,6
"1366435",25,32,1,2,NA,2,22,2,22,999,2602,6402,NA,1,2310,1
"901506",13,24,1,1,NA,2,16,2,999,999,NA,NA,NA,1,5700,1
"1034099",17,59,1,1,NA,2,19,1,32,999,NA,NA,NA,1,9150,1
"760118",12,22,1,1,NA,2,14,1,51,32,NA,NA,NA,1,4430,1
"696279",12,32,1,1,NA,2,21,2,999,999,5501,NA,NA,1,4760,1
"989137",17,61,1,6,1,1,20,1,171,999,NA,NA,641,1,340,1
"758826",12,77,1,NA,NA,2,21,2,32,50,2313,2308,NA,1,NA,1
"135454",5,66,1,5,NA,2,20,2,210,999,NA,NA,NA,1,20,9
"64920",4,36,5,1,2,1,21,1,210,999,2402,NA,625,2,4810,1
